date,scientific_name,address,city,state,quality_grade
2021-04-29,Magicicada cassinii,Bryan Park,Bloomington,IN,research
2021-04-29,Magicicada septendecim,S Henderson St,Bloomington,IN,research
2021-04-29,Magicicada cassinii,Bryan Park,Bloomington,IN,research
2021-04-29,Magicicada septendecim,Bryan Park,Bloomington,IN,research
2021-04-29,Magicicada cassinii,Bryan Park,Bloomington,IN,research
2021-04-29,Magicicada cassinii,Bryan Park,Bloomington,IN,research
2021-04-29,Magicicada septendecula,Highbanks Metro Park,Lewis Center,OH,research
2021-04-29,Magicicada cassinii,Community Golf Course,Kettering,OH,research
2021-04-29,Magicicada septendecim,Community Golf Course,Kettering,OH,research
2021-04-29,Magicicada septendecim,Winterberry Dr,Edgewood,MD,research
2021-04-29,Magicicada cassinii,East Avalon Hills,Indianapolis,IN,research
2021-04-29,Magicicada septendecim,Overlook Ave & Zula Ave,Cincinnati,OH,research
2021-04-29,Magicicada septendecim,Darby Creek Dr,Galloway,OH,research
2021-04-29,Magicicada cassinii,Landen-Deerfield Park,Maineville,OH,research
2021-04-29,Magicicada septendecim,County Road,Shoals,IN,research
2021-04-29,Magicicada septendecula,Highbanks Metro Park,Lewis Center,OH,research
2021-04-29,Magicicada septendecim,Highbanks Metro Park,Lewis Center,OH,research
2021-04-29,Magicicada septendecim,Terra Ln,Bowie,MD,research
2021-04-29,Magicicada cassinii,Cayuga Rd,Louisville,KY,research
2021-04-29,Magicicada,Colesville Local Park,Silver Spring,MD,research
2021-04-29,Magicicada septendecula,Charlestown Rd,Hampton,NJ,research
2021-04-29,Magicicada cassinii,Darby Creek Dr,Galloway,OH,research
2021-04-29,Magicicada,N Luther Rd,Georgetown,IN,research
2021-04-29,Magicicada septendecim,Stony Brook Rd,Hopewell,NJ,research
2021-04-29,Magicicada septendecim,Old Woods Rd,Green Lane,PA,research
2021-04-29,Magicicada cassinii,W Bloomfield Rd,Bloomington,IN,research
2021-04-29,Magicicada septendecim,Colesville Local Park,Silver Spring,MD,research
2021-04-29,Magicicada cassinii,W Bloomfield Rd,Bloomington,IN,research
2021-04-29,Magicicada septendecim,Hoosier National Forest,Heltonville,IN,research
2021-04-29,Magicicada septendecula,Hoosier National Forest,Bloomington,IN,research
2021-04-29,Magicicada septendecim,Charlestown Rd,Hampton,NJ,research
2021-04-29,Magicicada septendecim,Hoosier National Forest,Bloomington,IN,research
2021-04-29,Magicicada septendecim,Twinbrook Pkwy & Dowgate Ct,Rockville,MD,research
2021-04-29,Magicicada cassinii,Colesville Local Park,Silver Spring,MD,research
2021-04-29,Magicicada cassinii,Great Falls Park,Great Falls,VA,research
2021-04-29,Magicicada cassinii,Great Falls Park,Great Falls,VA,research
2021-04-29,Magicicada septendecim,Lakeside Grill,Powell,OH,research
2021-04-29,Magicicada cassinii,Virginia Ave,McLean,VA,research
2021-04-29,Magicicada,Bower Mountain Rd,Blain,PA,research
2021-04-29,Magicicada septendecim,Artillery Terr NE,Leesburg,VA,needs_id
2021-04-29,Magicicada septendecim,Buck Lodge Park,Adelphi,MD,research
2021-04-29,Magicicada septendecim,Buck Lodge Park,Adelphi,MD,research
2021-04-29,Magicicada septendecim,Cordry Lake,Nineveh,IN,research
2021-04-29,Magicicada cassinii,Boutn NDB BU,Orient,OH,research
2021-04-29,Magicicada cassinii,Boutn NDB BU,Orient,OH,research
2021-04-29,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-29,Magicicada septendecim,Cove Spring Park,Frankfort,KY,research
2021-04-29,Magicicada septendecim,Arrowhead Dr,West Lafayette,IN,research
2021-04-29,Magicicada cassinii,Old Woods Rd,Green Lane,PA,research
2021-04-29,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-29,Magicicada septendecim,Marshall Ave,Silver Spring,MD,research
2021-04-29,Magicicada cassinii,Sandamont Dr,Lawrenceburg,IN,research
2021-04-29,Magicicada septendecim,Elizabeth Mills Riverfront Park,Leesburg,VA,research
2021-04-29,Magicicada cassinii,Glen Helen,Yellow Springs,OH,research
2021-04-29,Magicicada septendecim,Great Falls Park,Great Falls,VA,research
2021-04-30,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-30,Magicicada,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-30,Magicicada septendecim,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-30,Magicicada cassinii,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-30,Magicicada septendecim,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-30,Magicicada cassinii,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-30,Magicicada cassinii,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-30,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada cassinii,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-30,Magicicada,Mayfair Manor Ct,North Bethesda,MD,research
2021-04-30,Magicicada septendecim,Mayfair Manor Ct,North Bethesda,MD,research
2021-04-30,Magicicada cassinii,Mayfair Manor Ct,North Bethesda,MD,research
2021-04-30,Magicicada septendecim,Woodmont,Arlington,VA,research
2021-04-30,Magicicada septendecula,Rock Creek Regional Park,Derwood,MD,research
2021-04-30,Magicicada cassinii,Clear Creek West Dr,Richmond,IN,research
2021-04-30,Magicicada,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-30,Magicicada septendecim,Rockville Civic Center Park,Rockville,MD,research
2021-04-30,Magicicada septendecim,Rockville Civic Center Park,Rockville,MD,research
2021-04-30,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-30,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-30,Magicicada,Glen Echo Park,Glen Echo,MD,research
2021-04-30,Magicicada septendecim,Latta Road,Durham,NC,research
2021-04-30,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-30,Magicicada septendecim,Lhirondelle Club Rd,Towson,MD,research
2021-04-30,Magicicada septendecim,Tilden Pl NW,Washington,DC,needs_id
2021-04-30,Magicicada septendecim,Capitol Hill,Washington,DC,research
2021-04-30,Magicicada septendecim,Spinner Ave,Sharonville,OH,research
2021-04-30,Magicicada septendecim,Huntley Meadows Park,Alexandria,VA,research
2021-04-30,Magicicada cassinii,Huntley Meadows Park,Alexandria,VA,research
2021-04-30,Magicicada cassinii,California Woods Nature Preserve,Cincinnati,OH,research
2021-04-30,Magicicada,Celadon Rd,Owings Mills,MD,research
2021-04-30,Magicicada septendecim,Rockville Civic Center Park,Rockville,MD,research
2021-04-30,Magicicada cassinii,Avery Rd,Rockville,MD,research
2021-04-30,Magicicada,Huntley Meadows Park,Alexandria,VA,research
2021-04-30,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-30,Magicicada septendecim,Lake Drive Clear Lake,Clear Lake,IN,research
2021-04-30,Magicicada,Grace St,Herndon,VA,needs_id
2021-04-30,Magicicada septendecim,Dewey Local Park,Silver Spring,MD,research
2021-04-30,Magicicada cassinii,Highbanks Metro Park,Lewis Center,OH,research
2021-04-30,Magicicada septendecim,Hissem Rd,Alexandria,KY,research
2021-04-30,Magicicada septendecim,Lloyd Rd,Charles Town,WV,research
2021-04-30,Magicicada septendecim,Back Creek Valley Rd,Hedgesville,WV,research
2021-04-30,Magicicada,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada,Mariner's Way,Lewis Center,OH,research
2021-04-30,Magicicada,Skyview Rd,Salem,VA,research
2021-04-30,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-30,Magicicada septendecim,Overlook Ave & Loretta Ave,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Overlook Ave & Zula Ave,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Winton Place,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Avondale,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Avondale,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Avondale,Cincinnati,OH,research
2021-04-30,Magicicada,Avondale,Cincinnati,OH,needs_id
2021-04-30,Magicicada cassinii,Avondale,Cincinnati,OH,research
2021-04-30,Magicicada,Mollenkopf Rd,Fishers,IN,research
2021-04-30,Magicicada,Gifford Pinchot State Park,Lewisberry,PA,research
2021-04-30,Magicicada septendecim,Kinship Park,Rockville,MD,research
2021-04-30,Magicicada septendecula,Guilford,Baltimore,MD,needs_id
2021-04-30,Magicicada septendecula,Wheaton Regional Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-30,Magicicada cassinii,Wheaton Regional Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecula,Wheaton Regional Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Glasgow Park,Newark,DE,research
2021-04-30,Magicicada cassinii,Mt Lookout,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Mt Lookout,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Mt Lookout,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,East End,Cincinnati,OH,research
2021-04-30,Magicicada,Willowbrook Country Club,Connersville,IN,research
2021-04-30,Magicicada cassinii,Cincinnati Zoo & Botanical Garden,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecula,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,W  S,Kingman,IN,research
2021-04-30,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-30,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-30,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada septendecula,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada septendecula,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada septendecula,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada septendecula,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada tredecim,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-30,Magicicada,Cox Arboretum MetroPark,Dayton,OH,research
2021-04-30,Magicicada septendecim,Hoosier National Forest,Bloomington,IN,needs_id
2021-04-30,Magicicada cassinii,Glens Creek,Willisburg,KY,research
2021-04-30,Magicicada septendecim,Kingston,South Brunswick Township,NJ,research
2021-04-30,Magicicada septendecim,Kingston,South Brunswick Township,NJ,research
2021-04-30,Magicicada septendecim,Mount Airy,Cincinnati,OH,research
2021-04-30,Magicicada,Baltimore City,MD County,MD,research
2021-04-30,Magicicada,Moonflower St,Grove City,OH,research
2021-04-30,Magicicada,Washington Township,Indianapolis,IN,research
2021-04-30,Magicicada septendecim,Camp Rd,Brownstown,IN,research
2021-04-30,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-30,Magicicada septendecim,Hoosier National Forest,Paoli,IN,research
2021-04-30,Magicicada septendecim,W Tunnel Hill Rd,English,IN,research
2021-04-30,Magicicada septendecim,Glen Helen,Yellow Springs,OH,research
2021-04-30,Magicicada cassinii,Glen Helen,Yellow Springs,OH,research
2021-04-30,Magicicada,Shenk's Ferry Wildflower Preserve,Lancaster County,PA,research
2021-04-30,Magicicada septendecim,Podium Dr,Vienna,VA,research
2021-04-30,Magicicada septendecim,Podium Dr,Vienna,VA,research
2021-04-30,Magicicada septendecim,Podium Dr,Vienna,VA,research
2021-04-30,Magicicada septendecim,Eudora Park,Vienna,VA,research
2021-04-30,Magicicada septendecim,Eudora Park,Vienna,VA,research
2021-04-30,Magicicada septendecula,Eudora Park,Vienna,VA,research
2021-04-30,Magicicada,Lakeview Dr,Centerville,OH,research
2021-04-30,Magicicada,Indiana University Bloomington,Bloomington,IN,research
2021-04-30,Magicicada cassinii,W Kirkwood Ave,Bloomington,IN,research
2021-04-30,Magicicada,Indiana University Bloomington,Bloomington,IN,research
2021-04-30,Magicicada septendecim,Winsome Way,Newark,DE,research
2021-04-30,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-30,Magicicada septendecim,Catoctin Mountain Park,Sabillasville,MD,research
2021-04-30,Magicicada septendecim,Catoctin Mountain Park,Sabillasville,MD,research
2021-04-30,Magicicada septendecim,William Houck Dr,Thurmont,MD,research
2021-04-30,Magicicada septendecim,Washington&Old Dominion Trail,Vienna,VA,research
2021-04-30,Magicicada cassinii,Glencarlyn,Arlington,VA,research
2021-04-30,Magicicada septendecim,Washington&Old Dominion Trail,Vienna,VA,research
2021-04-30,Magicicada septendecim,Catoctin Mountain Park,Sabillasville,MD,research
2021-04-30,Magicicada septendecim,Catoctin Mountain Park,Sabillasville,MD,research
2021-04-30,Magicicada septendecim,Lakefield Ct,Galloway,OH,research
2021-04-30,Magicicada cassinii,Lakefield Ct,Galloway,OH,research
2021-04-30,Magicicada cassinii,Great Falls Park,Great Falls,VA,research
2021-04-30,Magicicada,Berkshire Ln,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Catoctin Mountain Park,Sabillasville,MD,research
2021-04-30,Magicicada septendecim,East Ocean View,Norfolk,VA,research
2021-04-30,Magicicada septendecim,George Washington National Forest,Front Royal,VA,research
2021-04-30,Magicicada cassinii,George Washington National Forest,Front Royal,VA,research
2021-04-30,Magicicada septendecim,Madonna Dr,Edgewood,KY,research
2021-04-30,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-30,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,Springvale Rd,Great Falls,VA,research
2021-04-30,Magicicada septendecim,The Nature Conservancy Fraser,Great Falls,VA,research
2021-04-30,Magicicada cassinii,E Dublin Granville Rd,Columbus,OH,research
2021-04-30,Magicicada septendecim,Belknap,Louisville,KY,research
2021-04-30,Magicicada cassinii,Belknap,Louisville,KY,research
2021-04-30,Magicicada septendecim,Cumberland Hill,Lexington,KY,research
2021-04-30,Magicicada septendecim,Mayfair Manor Ct,North Bethesda,MD,research
2021-04-30,Magicicada,Dexter Pl,Cincinnati,OH,research
2021-04-30,Magicicada septendecim,Hoosier National Forest,Dubois,IN,research
2021-04-30,Magicicada cassinii,Glacier Ridge Metro Park,Plain City,OH,research
2021-04-30,Magicicada,Dinosaur Land,White Post,VA,research
2021-04-30,Magicicada cassinii,Rockwell Ave,Catonsville,MD,research
2021-04-30,Magicicada,Rockwell Ave,Catonsville,MD,research
2021-04-30,Magicicada cassinii,S.R.  @  S.R.,Washington Township,OH,research
2021-04-30,Magicicada,Possum Creek Metro Park,Dayton,OH,research
2021-04-30,Magicicada,Possum Creek Metro Park,Dayton,OH,research
2021-04-30,Magicicada septendecim,Township Woods Rd,East Greenville,PA,research
2021-04-30,Magicicada septendecim,Lawrenceville Dr,Springfield,OH,research
2021-04-30,Magicicada septendecula,Kingston,South Brunswick Township,NJ,research
2021-04-30,Magicicada septendecim,North Rosslyn,Arlington,VA,research
2021-04-30,Magicicada septendecim,North Rosslyn,Arlington,VA,research
2021-04-30,Magicicada septendecim,Georgetown,Washington,DC,research
2021-04-30,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-30,Magicicada septendecim,I- N,Galena,OH,research
2021-04-30,Magicicada septendecim,Bullis School,Potomac,MD,research
2021-04-30,Magicicada septendecim,Goose Creek Ln,West Harrison,IN,research
2021-04-30,Magicicada septendecim,The Nature Conservancy Fraser,Great Falls,VA,research
2021-04-30,Magicicada septendecim,Glenside Ln,Powell,OH,research
2021-04-30,Magicicada septendecim,Anacostia Ave NE,Washington,DC,research
2021-04-30,Magicicada septendecim,Cimaglia Park,Baltimore,MD,research
2021-04-30,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-30,Magicicada septendecim,Kirklyn St,Falls Church,VA,research
2021-04-30,Magicicada cassinii,S Irving St,Arlington,VA,research
2021-04-30,Magicicada cassinii,Miamisburg Mound Park,Miamisburg,OH,research
2021-04-30,Magicicada septendecula,Laboiteaux Woods,Cincinnati,OH,research
2021-04-30,Magicicada septendecula,W Bloomfield Rd,Bloomington,IN,research
2021-04-30,Magicicada cassinii,Miamisburg Centerville Rd,Dayton,OH,research
2021-04-30,Magicicada cassinii,Shafor Park,Oakwood,OH,research
2021-04-30,Magicicada septendecim,W Nursery Rd,Linthicum Heights,MD,research
2021-04-30,Magicicada,Sierra Rd,Middletown,OH,research
2021-04-30,Magicicada septendecim,Muscatatuck National Wildlife Refuge,Seymour,IN,research
2021-04-30,Magicicada septendecula,Northwind Cir,Indianapolis,IN,research
2021-04-30,Magicicada cassinii,Belknap,Louisville,KY,research
2021-04-30,Magicicada septendecim,Belknap,Louisville,KY,research
2021-04-30,Magicicada septendecim,Virginia Ave,McLean,VA,research
2021-04-30,Magicicada cassinii,W Park Pl,Newark,DE,research
2021-04-30,Magicicada cassinii,Rockcreek Lexington Road,Louisville,KY,research
2021-04-30,Magicicada septendecim,Rockcreek Lexington Road,Louisville,KY,research
2021-04-30,Magicicada septendecim,Virginia Ave,McLean,VA,research
2021-04-30,Magicicada septendecim,Virginia Ave,McLean,VA,research
2021-04-31,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-31,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-31,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-31,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-31,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-31,Magicicada,Long Branch Park,Silver Spring,MD,research
2021-04-31,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-31,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-31,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-31,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-31,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-31,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-31,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-31,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-31,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-31,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-31,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-31,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-31,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-31,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-31,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-31,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-31,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-31,Magicicada cassinii,Windsor Corporate Park,Windsor Mill,MD,research
2021-04-31,Magicicada septendecula,Belknap,Louisville,KY,research
2021-04-31,Magicicada cassinii,Highbanks Metro Park,Lewis Center,OH,research
2021-04-31,Magicicada septendecim,Mayfair Manor Ct,North Bethesda,MD,research
2021-04-31,Magicicada septendecula,Mayfair Manor Ct,North Bethesda,MD,research
2021-04-31,Magicicada septendecula,S Kent St,Winchester,VA,research
2021-04-31,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-31,Magicicada septendecim,S Main St,Bel Air,MD,casual
2021-04-31,Magicicada septendecula,Washburn Ave,Baltimore,MD,casual
2021-04-31,Magicicada septendecim,Shades State Park,Crawfordsville,IN,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-31,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
